Menu1,Menu2,Compras menores,Menu4,Menu5,Titulo,Folder,archivo,size(in Kb),extension
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición Servicio de Montaje y Decoración Navide√±a Localidades de OPTIC... OPTIC-DAF-CM-2019-0026,Certificación Cuota a Comprometer,2019/11/,Compromiso-Braulio-Segura.pdf,485.664,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio Animación 3D para Evento iTICge 2019... OPTIC-DAF-CM-2019-0029,Certificación de Cuota a Comprometer,2019/11/,Compromiso-Bun-Marketing.pdf,224.797,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios Octubre 2019,Adquisición Certificados de Regalos (Bonos Navide√±os) OPTIC-CCC-CP-2019-0004,Certificación Cuota a Comprometer,2019/11/,Compromiso-CCN.pdf,489.153,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos por Excepción Noviembre 2019,Proceso por Excepción en Medios de Comunicación... Publicidad en Programa Radial Semanal... OPTIC-CCC-PEPB-2019-0008,Certificación  de Cuota a Comprometer,2019/11/,Compromiso-Damary-Cipion.pdf,477.369,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,"Certificado Cuota a Comprometer EPX Dominicana, Srl",2019/11/,Compromiso-EXP-Dominicana.pdf,175.046,pdf
,,,,,Certificación Cuota Compromiso,2019/10/,Compromiso-Infosec-.pdf,480.587,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Octubre 2019,Proceso por excepción de renovación y mantenimiento de equipos de infraestructura. OPTIC-CCC-PEEX-2019-0004,Certificación Cuota a Comprometer,2019/11/,Compromiso-Infosec-Latin-A.pdf,486.949,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,Certificado Cuota a Comprometer MK El√©ctricos Srl,2019/11/,Compromiso-MK-Electricos-1.pdf,171.085,pdf
,,,,,Certificación Cuota a Comprometer MK El√©ctricos Srl,2019/11/,Compromiso-MK-Electricos.pdf,431.23,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Uniformes Empleados de Optic... OPTIC-DAF-CM-2019-0027,Certificación Cuota a Comprometer,2019/11/,Compromiso-Sonar-Investments.pdf,1521.739,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio montaje de evento para el inicio de la Obra Punto GOB Santiago.. OPTIC-DAF-CM-2019-0034,Convocatoria a participar en proceso,2019/11/,Concovatoria-CM-2019-0034.pdf,577.922,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición Servicio de Montaje y Decoración Navide√±a Localidades de OPTIC... OPTIC-DAF-CM-2019-0026,Convocatoria,2019/11/,Convocatoria-CM-2019-0026.pdf,864.743,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Uniformes Empleados de Optic... OPTIC-DAF-CM-2019-0027,Convocatoria,2019/11/,Convocatoria-CM-2019-0027.pdf,217.155,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,Convocatoria,2019/11/,CONVOCATORIA-CM-2019-0028.pdf,186.059,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio Animación 3D para Evento iTICge 2019... OPTIC-DAF-CM-2019-0029,Convocatoria a participar en proceso,2019/11/,Convocatoria-CM-2019-0029.pdf,437.419,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Servicio de Grabación y Edición de V√≠deos Institucionales.. OPTIC-DAF-CM-2019-0031,Convocatoria a participar en proceso,2019/11/,CONVOCATORIA-CM-2019-0031-1.pdf,200.962,pdf
,,,,,Certificación Existencia de Fondos,2019/11/,CONVOCATORIA-CM-2019-0031.pdf,200.962,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Alquiler de Audiovisuales para Evento inicio Punto GOB Santiago.. OPTIC-DAF-CM-2019-0032,Convocatoria,2019/11/,Convocatoria-CM-2019-0032.pdf,217.885,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Estatuillas y Grabados para evento iTICge 2019.. OPTIC-DAF-CM-2019-0033,Convocatoria,2019/11/,Convocatoria-CM-2019-0033.pdf,225.631,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición e Instalación Aire Acondicionado Punto GOB Megacentro... OPTIC-DAF-CM-2019-0035,Convocatoria a participar en proceso,2019/11/,Convocatoria-CM-2019-0035.pdf,198.207,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Insumos de Cocina (Caf√© y Az√∫car) OPTIC-DAF-CM-2019-0030,Convocatoria a participar en proceso,2019/11/,Convocatoria-Proceso-CM0030.pdf,709.637,pdf
,,Compras y contrataciones,Relación de estado de cuentas de suplidores,Estado de cuentas de suplidores - 2019,Estado de Cuenta de Suplidor Octubre 2019,2019/11/,Cuentas-por-Pagar-Suplidores-Octubre-19-1.pdf,652.197,pdf
,,,,,,2019/11/,Cuentas-por-Pagar-Suplidores-Octubre-19.pdf,652.197,pdf
,,Presupuesto,Ejecución del presupuesto,Ejecución Presupuestaria 2019,Ejecución Presupuestaria de Octubre 2019,2019/11/,EJECUCION-DE-GASTOS-Y-APLICACIONES-FINANCIERAS-OCTUBRE-2019.pdf,675.425,pdf
,,,,,,2019/11/,Especificaciones-Tecnicas-Publicidad-Radial.pdf,712.335,pdf
,,,,,,2019/11/,Estado-en-Proceso-CP-0004.pdf,122.131,pdf
,,,,,,2019/11/,Estado-en-Proceso-CP-0005.pdf,124.801,pdf
,Finanzas,Relación de ingresos y egresos,Libramientos,Libramientos 2019,Libramientos emitidos ‚Äì Octubre 2019,2019/11/,LIBRAMIENTOS-EMITIDOS-MES-DE-OCTUBRE-2019.pdf,640.378,pdf
,,Compras y contrataciones,Licitaciones públicasnacional e internacional,Licitaciones públicas2019,Licitaciones públicasOctubre 2019,2019/11/,Licitaciones-P√∫blicas-Octubre-2019.pdf,168.292,pdf
,,,,,,2019/11/,Listado-Miembros-CAMWEB.pdf,203.795,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Compra Menor Adquisición de Accesorios Inform√°ticos... OPTIC-DAF-CM-2019-0024,Listado de participantes,2019/11/,Listado-Participante-CM-0024.pdf,211.32,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios Octubre 2019,Adquisición Certificados de Regalos (Bonos Navide√±os) OPTIC-CCC-CP-2019-0004,Listado de Participantes,2019/11/,Listado-Participante-CP-0004.pdf,163.571,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición de Accesorios y mantenimiento C√°mara Digital... OPTIC-DAF-CM-2019-0025,Listado de Participantes,2019/11/,Listado-Participantes-0025.pdf,190.496,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición Servicio de Montaje y Decoración Navide√±a Localidades de OPTIC... OPTIC-DAF-CM-2019-0026,Listado de participantes,2019/11/,Listado-Participantes-CM-0026.pdf,182.871,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Uniformes Empleados de Optic... OPTIC-DAF-CM-2019-0027,Listado de Participantes,2019/11/,Listado-Participantes-CM-0027-1.pdf,185.78,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,Listado de Participantes,2019/11/,Listado-Participantes-CM-0027.pdf,185.78,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,Listado de Participantes,2019/11/,Listado-Participantes-CM-0028.pdf,205.514,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio Animación 3D para Evento iTICge 2019... OPTIC-DAF-CM-2019-0029,Listado de Participantes,2019/11/,Listado-Participantes-CM-2019-0029.pdf,187.71,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios Octubre 2019,Adquisición Mobiliarios para Oficina Principal de Optic y Punto GOB Mega Centro. OPTIC-CCC-CP-2019-0005,Listado de Participantes,2019/11/,Listado-Participantes-CP-0005.pdf,163.514,pdf
,Recursos Humanos,Nómina,Nómina 2019,Nómina de Octubre 2019,"Nómina de Sueldos: Personal de Vigilancia, Octubre 2019",2019/11/,NOMINA-PERSONAL-DE-SEGURIDAD-OCTUBRE-2019.pdf,435.564,pdf
,,,,,,2019/11/,NOMINA-PERSONAL-FIJO-OCTUBRE-2019-1.pdf,397.299,pdf
,Recursos Humanos,Nómina,Nómina 2019,Nómina de Octubre 2019,"Nómina de Sueldos: Empleados Fijos, Octubre 2019",2019/11/,NOMINA-PERSONAL-FIJO-OCTUBRE-2019.pdf,397.299,pdf
,Recursos Humanos,Nómina,Nómina 2019,Nómina de Octubre 2019,"Nómina de Sueldos: T√©cnico Contratado, Octubre 2019",2019/11/,NOMINA-TECNICO-CONTRATADO-OCT-2019-1.pdf,428.309,pdf
,,,,,,2019/11/,NOMINA-TECNICO-CONTRATADO-OCT-2019.pdf,428.318,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición Servicio de Montaje y Decoración Navide√±a Localidades de OPTIC... OPTIC-DAF-CM-2019-0026,Orden de Compras,2019/11/,Orden-de-compra-Braulio-Segura.pdf,411.511,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio Animación 3D para Evento iTICge 2019... OPTIC-DAF-CM-2019-0029,Orden de Compras,2019/11/,Orden-de-Compras-Animación-3D.pdf,414.741,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición de Accesorios y mantenimiento C√°mara Digital... OPTIC-DAF-CM-2019-0025,Orden de Compras,2019/11/,Orden-de-Compras-Enfoque-Digital.pdf,453.172,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,"Orden de Compras EXP Dominicana, Srl",2019/11/,Orden-de-Compras-EPX-Dominicana.pdf,436.351,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Octubre 2019,Proceso por excepción de renovación y mantenimiento de equipos de infraestructura. OPTIC-CCC-PEEX-2019-0004,Orden de Compras,2019/11/,Orden-de-Compras-Infosec.pdf,416.689,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos Por Excepción - Octubre 2019,Proceso por excepción de renovación y mantenimiento de equipos de comunicación. OPTIC-CCC-PEEX-2019-0005,Orden de Compras,2019/10/,Orden-de-Compras-Mant.-Equipos-Comunicación.pdf,432.806,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,"Orden de Compras MK El√©ctricos, SRL",2019/11/,Orden-de-Compras-MK-Electricos-2.pdf,442.533,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Compra Menor Adquisición de Accesorios Inform√°ticos... OPTIC-DAF-CM-2019-0024,"Orden de Compras Offitek, Srl",2019/11/,Orden-de-Compras-Offitek-Srl.pdf,429.364,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Compra Menor Adquisición de Accesorios Inform√°ticos... OPTIC-DAF-CM-2019-0024,"Orden de Compras Omega Tech, S.A.",2019/11/,Orden-de-Compras-Omega-Tech.pdf,502.606,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos por Excepción Noviembre 2019,Proceso por Excepción en Medios de Comunicación... Publicidad en Programa Radial Semanal... OPTIC-CCC-PEPB-2019-0008,Orden de Compras,2019/11/,Orden-de-Compras-Publicidad-Radial.pdf,1121.626,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Compra Menor Adquisición de Accesorios Inform√°ticos... OPTIC-DAF-CM-2019-0024,"Orden de Compras Ramirez & Mojica, Srl",2019/11/,Orden-de-Compras-Ramirez-Mojica.pdf,441.687,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Uniformes Empleados de Optic... OPTIC-DAF-CM-2019-0027,Orden de Compras,2019/11/,Orden-de-Compras-Uniformes.pdf,1192.974,pdf
,,Compras y contrataciones,Hist√≥rico lista de compras y contrataciones realizadas y aprobadas,Compras y Contrataciones 2019,Listado Compras y Contraciones Octubre 2019,2019/11/,Ordenes-de-Compras-Realizadas-Octubre-2019.pdf,346.793,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios noviembre 2019,Adquisición Evento iTICge Conferencia-Reconocimiento en un Hotel del D.N. OPTIC-CCC-CP-2019-0006,Especificaciones T√©cnicas (Pliego de Condiciones),2019/11/,Pliego-Condiciones-CP-0006.pdf,2438.245,pdf
,,,,,,2019/11/,PLIEGO-DE-CONDICIONES-CP-0006.pdf,2293.063,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios Octubre 2019,Adquisición Certificados de Regalos (Bonos Navide√±os) OPTIC-CCC-CP-2019-0004,Especificaciones T√©cnicas (Pliego de Condiciones),2019/11/,Pliego-de-Condiciones-CP0004.pdf,5685.074,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios Octubre 2019,Adquisición Mobiliarios para Oficina Principal de Optic y Punto GOB Mega Centro. OPTIC-CCC-CP-2019-0005,Especificaciones T√©cnicas (Pliego de Condiciones),2019/11/,Pliego-de-condiciones-CP0005.pdf,4910.051,pdf
,,,,,,2019/04/,PRESUPUESTO-APROBADO-2019.pdf,718.781,pdf
,,Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos por Excepción Octubre 2019,2019/11/,Procesos-de-Excepción-Octubre-2019.pdf,215.762,pdf
,,,,,,2019/11/,Procesos-Excepción-Octubre-2019.pdf,237.446,pdf
,,Finanzas,Relación de ingresos y egresos,Ingresos y egresos 2019,Relación de ingresos y egresos ‚Äì Octubre 2019,2019/11/,Relación-de-ingresos-y-egresos-Octubre-2019.pdf,675.425,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos por Excepción Noviembre 2019,Proceso por Excepción en Medios de Comunicación... Publicidad en Programa Radial Semanal... OPTIC-CCC-PEPB-2019-0008,Resolución del Comit√© de Compras y Contrataciones,2019/11/,Resolción-CCC-Programa-Radial-.pdf,765.242,pdf
,,,,,,2019/11/,Resolucion-Administrativa-CAMWEB-0020-19.pdf,1324.781,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición e Instalación Aire Acondicionado Punto GOB Megacentro... OPTIC-DAF-CM-2019-0035,Solictud,2019/11/,Solicitud-Aire-Acondicionado.pdf,330.456,pdf
,,,,,,2019/11/,Solicitud-Alq-Audiovisulaes.pdf,319.922,pdf
,,,,,,2019/11/,Solicitud-de-compra-Uniformes.pdf,2326.489,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio Animación 3D para Evento iTICge 2019... OPTIC-DAF-CM-2019-0029,Solicitud,2019/11/,Solicitud-de-compras-3D-Animacion.pdf,556.35,pdf
,,,,,,2019/11/,Solicitud-de-Compras-Adquisicion-de-Materiales.pdf,1111.479,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Insumos de Cocina (Caf√© y Az√∫car) OPTIC-DAF-CM-2019-0030,Solicitud,2019/11/,Solicitud-de-compras-cafe-y-azucar.pdf,540.772,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Octubre 2019,Adquisición Servicio de Montaje y Decoración Navide√±a Localidades de OPTIC... OPTIC-DAF-CM-2019-0026,Solicitud,2019/11/,Solicitud-Decoración-Navidad.pdf,209.667,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Estatuillas y Grabados para evento iTICge 2019.. OPTIC-DAF-CM-2019-0033,Solicitud,2019/11/,Solicitud-Estatuillas-iTICge-2019.pdf,188.778,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios noviembre 2019,Adquisición Evento iTICge Conferencia-Reconocimiento en un Hotel del D.N. OPTIC-CCC-CP-2019-0006,Solicitud,2019/11/,Solicitud-Evento-iTICge.pdf,197.599,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio montaje de evento para el inicio de la Obra Punto GOB Santiago.. OPTIC-DAF-CM-2019-0034,Solicitud,2019/11/,Solicitud-Montaje-evento-Punto-GOB.pdf,216.786,pdf
,,,,,,2019/11/,Solicitud-Pinturas-2-1.pdf,344.597,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Materiales de Pintura... OPTIC-DAF-CM-2019-0028,Solicitud,2019/11/,Solicitud-Pinturas-2-2.pdf,344.597,pdf
,,,,,,2019/11/,Solicitud-Pinturas-2.pdf,344.597,pdf
,,,,,,2019/11/,Solicitud-publicidad-programa-radial.pdf,171.324,pdf
Compras y contrataciones,Proceso de excepción por indicados en el reglamento 543-12,Procesos Por Excepción - 2019,Procesos por Excepción Noviembre 2019,Proceso por Excepción en Medios de Comunicación... Publicidad en Programa Radial Semanal... OPTIC-CCC-PEPB-2019-0008,Solicitud,2019/11/,Solicitud-Publicidad-Radial-2.pdf,170.771,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Uniformes Empleados de Optic... OPTIC-DAF-CM-2019-0027,Solicitud,2019/11/,Solicitud-Uniformes-2-1.pdf,766.949,pdf
,,,,,,2019/11/,Solicitud-Uniformes-2.pdf,766.949,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Servicio de Grabación y Edición de V√≠deos Institucionales.. OPTIC-DAF-CM-2019-0031,Solicitud,2019/11/,Solicitud-Videos-Institucionales.pdf,208.778,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios noviembre 2019,Adquisición Evento iTICge Conferencia-Reconocimiento en un Hotel del D.N. OPTIC-CCC-CP-2019-0006,Certificación de Cuota a Comprometer,2019/12/,2-Compromiso-Hoteles-Nacionales.pdf,480.21,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Alquiler de Audiovisuales para Evento inicio Punto GOB Santiago.. OPTIC-DAF-CM-2019-0032,Acta de adjudicación,2019/12/,Acta-Adjudicación-CM-0032.pdf,170.915,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Estatuillas y Grabados para evento iTICge 2019.. OPTIC-DAF-CM-2019-0033,Acta de Adjudicación,2019/12/,Acta-Adjudicación-CM-0033.pdf,163.255,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición Servicio montaje de evento para el inicio de la Obra Punto GOB Santiago.. OPTIC-DAF-CM-2019-0034,Acta de Adjudicación,2019/12/,Acta-adjudicación-CM-0034.pdf,180.031,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición e Instalación Aire Acondicionado Punto GOB Megacentro... OPTIC-DAF-CM-2019-0035,Acta de Adjudicación,2019/12/,Acta-Adjudicación-CM-0035-1.pdf,176.988,pdf
,,,,,,2019/12/,Acta-Adjudicación-CM-0035.pdf,176.988,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición de Mobiliarios para Oficina principal de Optic y Punto GOB Mega Centro. OPTIC-DAF-CM-2019-0039,Acta de Adjudiciación,2019/12/,Acta-adjudicación-CM-2019-0039.pdf,169.189,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios noviembre 2019,Adquisición Evento iTICge Conferencia-Reconocimiento en un Hotel del D.N. OPTIC-CCC-CP-2019-0006,Acta de Adjudicación,2019/12/,Acta-Adjudicación-CP-2019-0006.pdf,425.354,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Suministros de Oficinas OPTIC-DAF-CM-2019-0038,"Acta Adjudicación Lemedi-K, Srl",2019/12/,Acta-adjudicación-Lemedi-K.pdf,152.052,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Suministros de Oficinas OPTIC-DAF-CM-2019-0038,"Acta Adjudicación Luyens Comercial, Srl",2019/12/,Acta-adjudicación-Luyens-Comercial.pdf,151.778,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Suministros de Oficinas OPTIC-DAF-CM-2019-0038,"Acta Adjudicación offitek, Srl",2019/12/,Acta-Adjudicación-Offitek.pdf,148.665,pdf
Compras y contrataciones,Comparaciones de precios,Comparaciones de precios 2019,Comparaciones de Precios Octubre 2019,Adquisición Mobiliarios para Oficina Principal de Optic y Punto GOB Mega Centro. OPTIC-CCC-CP-2019-0005,Acta de Adjudicación,2019/12/,Acta-de-adjudicacion-0005.pdf,1682.591,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Impresiones OPTIC-DAF-CM-2019-0040,Acta adjudicación  Grupo Astro Srl,2019/12/,Acta-de-Adjudicacion-ASTRO.pdf,465.578,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Acta adjudicación GTG Industrial Srl,2019/12/,Acta-de-Adjudicacion-GTG.pdf,467.68,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Acta adjudicación Suministros Guipak Srl,2019/12/,Acta-de-Adjudicacion-GUIPAK.pdf,470.352,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Impresiones OPTIC-DAF-CM-2019-0040,"Acta de adjudicación Hara Multiservices, Srl",2019/12/,Acta-de-Adjudicacion-HARA.pdf,455.831,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Acta adjudicación Lemedi-K Srl,2019/12/,Acta-de-Adjudicacion-LEMEDIK-1.pdf,466.545,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Acta adjudicación Lemedi-K Srl,2019/12/,Acta-de-Adjudicacion-LEMEDIK.pdf,466.545,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Impresiones OPTIC-DAF-CM-2019-0040,"Acta de adjudicación Grupo LFA, Srl",2019/12/,Acta-de-Adjudicacion-LFA.pdf,456.519,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Consumibles para Impresoras (Toners)... OPTIC-DAF-CM-2019-0036,Acta de Adjudicación Oficina Universal S.A.,2019/12/,Acta-de-Adjudicacion-Oficina-Universal-Sa.pdf,467.589,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Consumibles para Impresoras (Toners)... OPTIC-DAF-CM-2019-0036,"Acta de Adjudicación Omega Tech, S.A",2019/12/,Acta-de-Adjudicacion-Omega-Tech-Sa.pdf,465.324,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Insumos de Cocina (Caf√© y Az√∫car) OPTIC-DAF-CM-2019-0030,"Acta Adjudicación Grupo E. Oni3, Srl",2019/12/,Acta-de-Adjudicacion-ONI3-1.pdf,507.26,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Insumos de Cocina (Caf√© y Az√∫car) OPTIC-DAF-CM-2019-0030,"Acta Adjudicación Grupo E. Oni3, Srl",2019/12/,Acta-de-Adjudicacion-ONI3.pdf,507.26,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Acta adjudicación Soluciones Diversa Srl,2019/12/,Acta-de-Adjudicacion-SOLUDIVER.pdf,483.057,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Impresiones OPTIC-DAF-CM-2019-0040,"Acta adjudicación Impresos Tres Tintas, Srl",2019/12/,Acta-de-Adjudicacion-TRES-TINTAS-1.pdf,478.207,pdf
,,,,,,2019/12/,Acta-de-Adjudicacion-Tres-Tintas.docx,59.262,docx
,,,,,,2019/12/,Acta-de-Adjudicacion-TRES-TINTAS.pdf,478.207,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Insumos de Cocina (Caf√© y Az√∫car) OPTIC-DAF-CM-2019-0030,Acta Adjudicación Uvro Soluciones E. Srl,2019/12/,Acta-de-Adjudicacion-UVRO.pdf,502.392,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Noviembre 2019,Adquisición de Servicio de Grabación y Edición de V√≠deos Institucionales.. OPTIC-DAF-CM-2019-0031,Acta de Adjudicación,2019/12/,Acta-de-Adjudicacion-Videos-Institucionales.pdf,470.92,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Renovación y Mantenimiento de la Plataformas SoftExpert.. OPTIC-DAF-CM-2019-0041,Acta de adjudicación,2019/12/,Acta-de-Adjudicación-CM-0041.pdf,234.948,pdf
,,Finanzas,Informe Financiero,Balance General - 2019,Balance General ‚Äì Noviembre 2019,2019/12/,BALANCE-GENERAL-NOVIEMBRE-2019.pdf,899.998,pdf
,,Compras y contrataciones,Casos de seguridad y emergencia nacional,Casos de emergencia - 2019,"Casos emergencia, noviembre 2019",2019/12/,CASOS-EMERGENCIA-NOVIEMBRE-2019.pdf,169.196,pdf
,,Compras y contrataciones,Casos de urgencias,Casos de urgencias ‚Äì 2019,"Casos Urgencias, noviembre 2019",2019/12/,CASOS-URGENCIA-NOVIEMBRE-2019.pdf,168.624,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Renovación y Mantenimiento de la Plataformas SoftExpert.. OPTIC-DAF-CM-2019-0041,Certificación Existencia de Fondos,2019/12/,Certificacion-CM41.pdf,1415.854,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Impresiones OPTIC-DAF-CM-2019-0040,Certificación de Fondos,2019/12/,Certificación-de-Fondos-CM-2019-0040.pdf,362.968,pdf
,,,,,,2019/12/,Certificación-de-fondos-Impresiones.pdf,404.205,pdf
Compras y contrataciones,Compras menores,Compras Menores 2019,Diciembre 2019,Adquisición Materiales de Limpieza OPTIC-DAF-CM-2019-0037,Certificación Existencia de fondos,2019/12/,Certificación-de-Fondos-Mat-Limpieza.pdf,510.972,pdf
